Section,Chapter,Article,Text,Status,Source
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة العشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هــ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الحادية والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الثانية والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الثالثة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الرابعة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الخامسة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة السادسة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة السابعة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الرابع عشر: هيئات تسوية الخلافات العمالية,الفصل الأول : التعريفات,المادة الثامنة والعشرون بعد المائتين :,تم إلغاء الباب الرابع عشر بموجب المرسوم الملكي ( م/1 ) وتاريخ 22 / 1 / 1435 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة التاسعة والعشرون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريـال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 – للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 – يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 – يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 – إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 – يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الثلاثون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريـال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 – للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 – يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 – يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 – إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 – يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الحادية والثلاثون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريـال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 – للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 – يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 – يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 – إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 – يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الثانية والثلاثون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريـال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 – للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 – يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 – يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 – إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 – يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الثالثة والثلاثون بعد المائتين :,تم الغاء هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) الصادر بتاريخ 12 / 5 / 1434 هـ,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الرابعة والثلاثون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 - مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ - غرامة مالية لا تتجاوز مائة ألف ريـال. ب - إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج - إغلاق المنشأة نهائيًّا. 2 - يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 - تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 - للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 - يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 - يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 - إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 - يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس عشر: العقوبات,الفصل الأول : التعريفات,المادة الخامسة والثلاثون بعد المائتين :,"تم تعديل أحكام المواد (التاسعة والعشرين بعد المائتين)، و(الثلاثين بعد المائتين)، و(الحادية والثلاثين بعد المائتين)، و(الثانية والثلاثين بعد المائتين)، و(الثالثة والثلاثين بعد المائتين)، و(الرابعة والثلاثين بعد المائتين)، و(الخامسة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(السادسة والثلاثين بعد المائتين)، و(السابعة والثلاثين بعد المائتين)، و(الثامنة والثلاثين بعد المائتين)، و(التاسعة والثلاثين بعد المائتين)، و(الحادية والأربعين بعد المائتين)؛ وإعادة صياغة هذه المواد بعد تعديل أحكامها لتكون في مادتين بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ على النحو الآتي : ""المادة التاسعة والعشرون بعد المائتين : 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريـال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم"". "" المادة الثلاثون بعد المائتين : 1 – للوزارة – بقرار من الوزير أو من ينيبه – إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأي منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة. 2 – يصدر – بقرار من الوزير – جدول تُحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة. 3 – يصدر – بقرار من الوزير – جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة. 4 – إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة : وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 5 – يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة، على أن يصدر بهذه التسوية قرار من الوزير"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
