المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الثانية والتسعون,ما هي النسبة القصوى التي يجوز حسمها من أجر العامل لاسترداد قروض صاحب العمل؟,بشرط ألا يزيد ما يُحسم من العامل في هذه الحالة على 10% من أجره. (المادة الثانية والتسعون),المادة الثانية والتسعون ,لا يجوز حسم أي مبلغ من أجور العامل لقاء حقوق خاصة دون موافقة خطية منه، إلا في الحالات الآتية 1 - استرداد قروض صاحب العمل، بشرط ألا يزيد ما يحسم من العامل في هذه الحالة على 10% من أجره. 2 - اشتراكات التأمينات الاجتماعية ، وأي اشتراكات أخرى مستحقة على العامل ومقررة نظامًا. 3 - اشتراكات العامل في صندوق الادخار والقروض المستحقة للصندوق. 4 - أقساط أي مشروع يقوم به صاحب العمل لبناء المساكن بقصد تمليكها للعمال أو أي مزية أخرى. 5 - الغرامات التي توقع على العامل بسبب المخالفات التي يرتكبها، وكذلك المبلغ الذي يقتطع منه مقابل ما أتلفه. 6 - استيفاء دين إنفاذًا لأي حكم قضائي، على ألَّا يزيد ما يحسم شهريًّا لقاء ذلك على ربع الأجر المستحق للعامل ما لم يتضمن الحكم خلاف ذلك. ويستوفى دين النفقة أولًا، ثم دين المأكل والملبس والمسكن قبل الديون الأخرى.,0.11320754716981132,0.75,0.11764705882352941,17,132
الثانية والتسعون,ما هو دين النفقة بالنسبة للديون الأخرى في حالة استيفاء دين إنفاذاً لحكم قضائي؟,يستوفى دين النفقة أولاً، ثم دين المأكل والملبس والمسكن قبل الديون الأخرى. (المادة الثانية والتسعون),المادة الثانية والتسعون ,لا يجوز حسم أي مبلغ من أجور العامل لقاء حقوق خاصة دون موافقة خطية منه، إلا في الحالات الآتية 1 - استرداد قروض صاحب العمل، بشرط ألا يزيد ما يحسم من العامل في هذه الحالة على 10% من أجره. 2 - اشتراكات التأمينات الاجتماعية ، وأي اشتراكات أخرى مستحقة على العامل ومقررة نظامًا. 3 - اشتراكات العامل في صندوق الادخار والقروض المستحقة للصندوق. 4 - أقساط أي مشروع يقوم به صاحب العمل لبناء المساكن بقصد تمليكها للعمال أو أي مزية أخرى. 5 - الغرامات التي توقع على العامل بسبب المخالفات التي يرتكبها، وكذلك المبلغ الذي يقتطع منه مقابل ما أتلفه. 6 - استيفاء دين إنفاذًا لأي حكم قضائي، على ألَّا يزيد ما يحسم شهريًّا لقاء ذلك على ربع الأجر المستحق للعامل ما لم يتضمن الحكم خلاف ذلك. ويستوفى دين النفقة أولًا، ثم دين المأكل والملبس والمسكن قبل الديون الأخرى.,0.08411214953271028,0.6428571428571429,0.08823529411764706,15,132
الثالثة والتسعون,ما هي النسبة القصوى للمبالغ المحسومة من أجر العامل المستحق في جميع الأحوال؟,لا يجوز أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق (50%). (المادة الثالثة والتسعون),المادة الثالثة والتسعون ,لا يجوز- في جميع الأحوال- أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق، ما لم يثبت لدى هيئة تسوية الخلافات العمالية إمكان الزيادة في الحسم على تلك النسبة، أو يثبت لديها حاجة العامل إلى أكثر من نصف أجره، وفي هذه الحالة الأخيرة لا يعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر.,0.24489795918367346,0.75,0.26666666666666666,16,55
الثالثة والتسعون,متى يجوز لهيئة تسوية الخلافات العمالية تجاوز نسبة الـ 50% للحسم من أجر العامل؟,يجوز ذلك إذا ثبت لديها إمكان الزيادة في الحسم على تلك النسبة. (المادة الثالثة والتسعون),المادة الثالثة والتسعون ,لا يجوز- في جميع الأحوال- أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق، ما لم يثبت لدى هيئة تسوية الخلافات العمالية إمكان الزيادة في الحسم على تلك النسبة، أو يثبت لديها حاجة العامل إلى أكثر من نصف أجره، وفي هذه الحالة الأخيرة لا يعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر.,0.17647058823529413,0.6,0.2,15,55
الثالثة والتسعون,في حال ثبوت حاجة العامل إلى أكثر من نصف أجره، ما هو الحد الأقصى المسموح بمنحه له؟,لا يُعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر. (المادة الثالثة والتسعون),المادة الثالثة والتسعون ,لا يجوز- في جميع الأحوال- أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق، ما لم يثبت لدى هيئة تسوية الخلافات العمالية إمكان الزيادة في الحسم على تلك النسبة، أو يثبت لديها حاجة العامل إلى أكثر من نصف أجره، وفي هذه الحالة الأخيرة لا يعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر.,0.20408163265306123,0.7142857142857143,0.2222222222222222,14,55
الرابعة والتسعون,متى يجوز للعامل أو لمن يمثله أو لمدير مكتب العمل المختص التقدم بطلب إلى هيئة تسوية الخلافات العمالية؟,إذا حسم من أجر العامل أي مبلغ لسبب غير منصوص عليه في النظام بغير موافقته الكتابية، أو تأخر صاحب العمل عن أداء أجر العامل في موعد استحقاقه دون مسوغ مشروع. (المادة الرابعة والتسعون),المادة الرابعة والتسعون ,1- إذا حسم من أجر العامل أي مبلغ لسبب غير ما هو منصوص عليه في هذا النظام بغير موافقته الكتابية، أو تأخر صاحب العمل عن أداء أجر العامل في موعد استحقاقه المحدد نظامًا دون مسوغ مشروع كان للعامل أو لمن يمثله أو مدير مكتب العمل المختص أن يتقدم بطلب إلى هيئة تسوية الخلافات العمالية، كي تأمر صاحب العمل أن يرد إلى العامل ما حسمه دون وجه حق، أو يدفع له أجوره المتأخرة. 2 - يجوز للهيئة المذكورة إذا ثبت لديها أن صاحب العمل حسم المبالغ المذكورة أو تأخر في سداد الأجر دون مسوغ أن توقع عليه غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر.,0.35064935064935066,0.9,0.36486486486486486,33,109
الرابعة والتسعون,ما هي الغرامة التي يجوز لهيئة تسوية الخلافات العمالية توقيعها على صاحب العمل المخالف؟,يجوز لها توقيع غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر. (المادة الرابعة والتسعون),المادة الرابعة والتسعون ,1- إذا حسم من أجر العامل أي مبلغ لسبب غير ما هو منصوص عليه في هذا النظام بغير موافقته الكتابية، أو تأخر صاحب العمل عن أداء أجر العامل في موعد استحقاقه المحدد نظامًا دون مسوغ مشروع كان للعامل أو لمن يمثله أو مدير مكتب العمل المختص أن يتقدم بطلب إلى هيئة تسوية الخلافات العمالية، كي تأمر صاحب العمل أن يرد إلى العامل ما حسمه دون وجه حق، أو يدفع له أجوره المتأخرة. 2 - يجوز للهيئة المذكورة إذا ثبت لديها أن صاحب العمل حسم المبالغ المذكورة أو تأخر في سداد الأجر دون مسوغ أن توقع عليه غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر.,0.17721518987341772,0.7368421052631579,0.1891891891891892,20,109
الرابعة والتسعون,ما هو الإجراء الذي تأمر به هيئة تسوية الخلافات العمالية صاحب العمل في حال ثبوت الحسم غير المشروع أو التأخر في الدفع؟,تأمره أن يرد إلى العامل ما حسمه دون وجه حق، أو يدفع له أجوره المتأخرة. (المادة الرابعة والتسعون),المادة الرابعة والتسعون ,1- إذا حسم من أجر العامل أي مبلغ لسبب غير ما هو منصوص عليه في هذا النظام بغير موافقته الكتابية، أو تأخر صاحب العمل عن أداء أجر العامل في موعد استحقاقه المحدد نظامًا دون مسوغ مشروع كان للعامل أو لمن يمثله أو مدير مكتب العمل المختص أن يتقدم بطلب إلى هيئة تسوية الخلافات العمالية، كي تأمر صاحب العمل أن يرد إلى العامل ما حسمه دون وجه حق، أو يدفع له أجوره المتأخرة. 2 - يجوز للهيئة المذكورة إذا ثبت لديها أن صاحب العمل حسم المبالغ المذكورة أو تأخر في سداد الأجر دون مسوغ أن توقع عليه غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر.,0.1794871794871795,0.7777777777777778,0.1891891891891892,18,109
الخامسة والتسعون,كيف يتم تحديد الأجر الذي يلتزم به صاحب العمل إذا لم ينص عليه عقد العمل أو لائحة تنظيم العمل؟,يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا يُقدر الأجر طبقًا لعرف المهنة في الجهة التي يؤدى فيها العمل، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. (المادة الخامسة والتسعون),المادة الخامسة والتسعون ,1- إذا لم ينص عقد العمل أو لائحة تنظيم العمل على الأجر الذي يلتزم به صاحب العمل يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا قدر الأجر طبقًا لعرف المهنة في الجهة التي يؤدى فيها العمل، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. 2 - ويتبع ذلك أيضًا في تحديد نوع الخدمة الواجب على العامل أداؤها، وفي تحديد مداها.,0.532258064516129,0.8918918918918919,0.5689655172413793,39,68
الخامسة والتسعون,ما هي الجهة التي تتولى تقدير الأجر إذا لم يوجد أجر مقدر لعمل مماثل في المنشأة أو عرف للمهنة؟,تتولى هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. (المادة الخامسة والتسعون),المادة الخامسة والتسعون ,1- إذا لم ينص عقد العمل أو لائحة تنظيم العمل على الأجر الذي يلتزم به صاحب العمل يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا قدر الأجر طبقًا لعرف المهنة في الجهة التي يؤدى فيها العمل، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. 2 - ويتبع ذلك أيضًا في تحديد نوع الخدمة الواجب على العامل أداؤها، وفي تحديد مداها.,0.14516129032258066,0.6923076923076923,0.15517241379310345,13,68
الخامسة والتسعون,هل يتبع هذا الحكم في تحديد نوع الخدمة الواجبة على العامل؟,نعم، يتبع هذا أيضًا في تحديد نوع الخدمة الواجب على العامل أداؤها، وفي تحديد مداها. (المادة الخامسة والتسعون),المادة الخامسة والتسعون ,1- إذا لم ينص عقد العمل أو لائحة تنظيم العمل على الأجر الذي يلتزم به صاحب العمل يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا قدر الأجر طبقًا لعرف المهنة في الجهة التي يؤدى فيها العمل، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. 2 - ويتبع ذلك أيضًا في تحديد نوع الخدمة الواجب على العامل أداؤها، وفي تحديد مداها.,0.171875,0.6470588235294118,0.1896551724137931,18,68
السادسة والتسعون,إذا كان أجر العامل محددًا على أساس القطعة أو الإنتاج، فما هو الأساس المعتمد لحساب حقوقه المقررة بموجب النظام؟,يعتمد متوسط الأجر الذي تقاضاه عن أيام عمله الفعلية في السنة الأخيرة من خدمته. (المادة السادسة والتسعون),المادة السادسة والتسعون ,1- إذا كان أجر العامل محددًا على أساس القطعة أو الإنتاج يعتمد متوسط الأجر الذي تقاضاه عن أيام عمله الفعلية في السنة الأخيرة من خدمته، لغرض حساب أي من الحقوق المقررة له بموجب هذا النظام. 2 - إذا كان الأجر كله مبالغ العمولات أو النسب المئوية من المبيعات أو ما أشبه ذلك، مما تكون قابلة بطبيعتها للزيادة أو النقص، يحسب متوسط الأجر اليومي على أساس ما تقاضاه العامل عن أيام العمل الفعلية مقسومًا عليها.,0.2413793103448276,0.8235294117647058,0.2545454545454545,17,73
السادسة والتسعون,إذا كان أجر العامل كله عمولات أو نسب مئوية من المبيعات، كيف يُحسب متوسط الأجر اليومي؟,يُحسب على أساس ما تقاضاه العامل عن أيام العمل الفعلية مقسومًا عليها. (المادة السادسة والتسعون),المادة السادسة والتسعون ,1- إذا كان أجر العامل محددًا على أساس القطعة أو الإنتاج يعتمد متوسط الأجر الذي تقاضاه عن أيام عمله الفعلية في السنة الأخيرة من خدمته، لغرض حساب أي من الحقوق المقررة له بموجب هذا النظام. 2 - إذا كان الأجر كله مبالغ العمولات أو النسب المئوية من المبيعات أو ما أشبه ذلك، مما تكون قابلة بطبيعتها للزيادة أو النقص، يحسب متوسط الأجر اليومي على أساس ما تقاضاه العامل عن أيام العمل الفعلية مقسومًا عليها.,0.1864406779661017,0.7333333333333333,0.2,15,73
السادسة والتسعون,متى يتم استخدام متوسط الأجر اليومي كقاعدة لحساب حقوق العامل؟,يتم استخدامه لغرض حساب أي من الحقوق المقررة له بموجب هذا النظام. (المادة السادسة والتسعون),المادة السادسة والتسعون ,1- إذا كان أجر العامل محددًا على أساس القطعة أو الإنتاج يعتمد متوسط الأجر الذي تقاضاه عن أيام عمله الفعلية في السنة الأخيرة من خدمته، لغرض حساب أي من الحقوق المقررة له بموجب هذا النظام. 2 - إذا كان الأجر كله مبالغ العمولات أو النسب المئوية من المبيعات أو ما أشبه ذلك، مما تكون قابلة بطبيعتها للزيادة أو النقص، يحسب متوسط الأجر اليومي على أساس ما تقاضاه العامل عن أيام العمل الفعلية مقسومًا عليها.,0.16666666666666666,0.6666666666666666,0.18181818181818182,15,73
السابعة والتسعون,ما هو التزام صاحب العمل تجاه العامل الموقوف أو المحتجز في قضايا تتصل بالعمل؟,على صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته. (المادة السابعة والتسعون),المادة السابعة والتسعون ,إذا جرى توقيف العامل أو احتجازه لدى الجهات المختصة في قضايا تتصل بالعمل أو بسببه فعلى صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته، على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يومًا، فإذا زادت على ذلك فلا يلتزم صاحب العمل بدفع أي جزء من الأجر عن المدة الزائدة، فإذا قضي ببراءة العامل أو حفظ التحقيق لعدم ثبوت ما نسب إليه أو لعدم صحته، وجب على صاحب العمل أن يرد إلى العامل ما سبق حسمه من أجره، أما إذا قضي بإدانته فلا يستعاد منه ما صرف له ما لم ينص الحكم على خلاف ذلك.,0.2,0.8333333333333334,0.20833333333333334,19,103
السابعة والتسعون,ما هي المدة القصوى التي يلتزم فيها صاحب العمل بدفع نصف الأجر للعامل الموقوف؟,على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يومًا. (المادة السابعة والتسعون),المادة السابعة والتسعون ,إذا جرى توقيف العامل أو احتجازه لدى الجهات المختصة في قضايا تتصل بالعمل أو بسببه فعلى صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته، على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يومًا، فإذا زادت على ذلك فلا يلتزم صاحب العمل بدفع أي جزء من الأجر عن المدة الزائدة، فإذا قضي ببراءة العامل أو حفظ التحقيق لعدم ثبوت ما نسب إليه أو لعدم صحته، وجب على صاحب العمل أن يرد إلى العامل ما سبق حسمه من أجره، أما إذا قضي بإدانته فلا يستعاد منه ما صرف له ما لم ينص الحكم على خلاف ذلك.,0.13333333333333333,0.7692307692307693,0.1388888888888889,14,103
السابعة والتسعون,متى يجب على صاحب العمل أن يرد إلى العامل ما سبق حسمه من أجره خلال فترة التوقيف؟,إذا قُضي ببراءة العامل أو حُفظ التحقيق لعدم ثبوت ما نُسب إليه أو لعدم صحته. (المادة السابعة والتسعون),المادة السابعة والتسعون ,إذا جرى توقيف العامل أو احتجازه لدى الجهات المختصة في قضايا تتصل بالعمل أو بسببه فعلى صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته، على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يومًا، فإذا زادت على ذلك فلا يلتزم صاحب العمل بدفع أي جزء من الأجر عن المدة الزائدة، فإذا قضي ببراءة العامل أو حفظ التحقيق لعدم ثبوت ما نسب إليه أو لعدم صحته، وجب على صاحب العمل أن يرد إلى العامل ما سبق حسمه من أجره، أما إذا قضي بإدانته فلا يستعاد منه ما صرف له ما لم ينص الحكم على خلاف ذلك.,0.1282051282051282,0.625,0.1388888888888889,18,103
الثامنة والتسعون,ما هو الحد الأقصى لساعات العمل الفعلية في اليوم الواحد؟,لا يجوز تشغيل العامل تشغيلاً فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي. (المادة الثامنة والتسعون),المادة الثامنة والتسعون ,لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد المعيار الأسبوعي. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع.,0.4146341463414634,0.7727272727272727,0.4722222222222222,22,53
الثامنة والتسعون,ما هي مدة تخفيض ساعات العمل الفعلية خلال شهر رمضان للعامل المسلم؟,تُخفض بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع. (المادة الثامنة والتسعون),المادة الثامنة والتسعون ,لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد المعيار الأسبوعي. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع.,0.3,0.75,0.3333333333333333,18,53
الثامنة والتسعون,ما هو الحد الأقصى لساعات العمل الفعلية في الأسبوع؟,لا يجوز تشغيل العامل فعلياً أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد صاحب العمل المعيار الأسبوعي. (المادة الثامنة والتسعون),المادة الثامنة والتسعون ,لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد المعيار الأسبوعي. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع.,0.425,0.8095238095238095,0.4722222222222222,21,53
التاسعة والتسعون,متى يجوز زيادة ساعات العمل إلى تسع ساعات في اليوم؟,يجوز زيادتها لبعض فئات العمال، أو في بعض الصناعات والأعمال التي لا يشتغل فيها العامل بصفة مستمرة. (المادة التاسعة والتسعون),المادة التاسعة والتسعون ,يجوز زيادة ساعات العمل المنصوص عليها في المادة الثامنة والتسعين من هذا النظام إلى تسع ساعات في اليوم الواحد لبعض فئات العمال، أو في بعض الصناعات والأعمال التي لا يشتغل فيها العامل بصفة مستمرة، كما يجوز تخفيضها إلى سبع ساعات في اليوم الواحد لبعض فئات العمال أو في بعض الصناعات والأعمال الخطرة أو الضارة، وتحدد فئات العمال والصناعات والأعمال المشار إليها بقرار من الوزير.,0.37777777777777777,0.85,0.40476190476190477,20,64
التاسعة والتسعون,متى يجوز تخفيض ساعات العمل إلى سبع ساعات في اليوم؟,يجوز تخفيضها لبعض فئات العمال أو في بعض الصناعات والأعمال الخطرة أو الضارة. (المادة التاسعة والتسعون),المادة التاسعة والتسعون ,يجوز زيادة ساعات العمل المنصوص عليها في المادة الثامنة والتسعين من هذا النظام إلى تسع ساعات في اليوم الواحد لبعض فئات العمال، أو في بعض الصناعات والأعمال التي لا يشتغل فيها العامل بصفة مستمرة، كما يجوز تخفيضها إلى سبع ساعات في اليوم الواحد لبعض فئات العمال أو في بعض الصناعات والأعمال الخطرة أو الضارة، وتحدد فئات العمال والصناعات والأعمال المشار إليها بقرار من الوزير.,0.29545454545454547,0.8666666666666667,0.30952380952380953,16,64
التاسعة والتسعون,من هي الجهة التي تحدد فئات العمال والصناعات والأعمال التي تطبق عليها هذه الأحكام؟,تُحدد فئات العمال والصناعات والأعمال المشار إليها بقرار من الوزير. (المادة التاسعة والتسعون),المادة التاسعة والتسعون ,يجوز زيادة ساعات العمل المنصوص عليها في المادة الثامنة والتسعين من هذا النظام إلى تسع ساعات في اليوم الواحد لبعض فئات العمال، أو في بعض الصناعات والأعمال التي لا يشتغل فيها العامل بصفة مستمرة، كما يجوز تخفيضها إلى سبع ساعات في اليوم الواحد لبعض فئات العمال أو في بعض الصناعات والأعمال الخطرة أو الضارة، وتحدد فئات العمال والصناعات والأعمال المشار إليها بقرار من الوزير.,0.2222222222222222,0.7692307692307693,0.23809523809523808,13,64
المائة,هل يجوز زيادة ساعات العمل على ثماني ساعات يوميًا في المنشآت التي تعمل بالتناوب؟,نعم، يجوز لصاحب العمل ذلك بموافقة الوزارة. (المادة المائة),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.125,0.5555555555555556,0.1388888888888889,9,52
المائة,ما هو الشرط الواجب توفره عند زيادة ساعات العمل في نظام المناوبات؟,الشرط هو ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا. (المادة المائة),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.40476190476190477,0.7391304347826086,0.4722222222222222,25,52
المائة,ما هو الغرض من احتساب متوسط ساعات العمل في نظام المناوبة؟,الغرض هو ضمان ألا يتجاوز العامل الحد الأقصى النظامي لساعات العمل عند توزيعها بشكل غير منتظم. (المادة المائة),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.058823529411764705,0.16666666666666666,0.08333333333333333,18,52
المائة,كم هي المدة القصوى للعمل المتواصل التي لا يجب أن يتجاوزها العامل دون فترة للراحة والصلاة والطعام؟,لا يعمل العامل أكثر من خمس ساعات متتالية دون فترة للراحة والصلاة والطعام لا تقل عن نصف ساعة في المرة الواحدة خلال مجموع ساعات العمل. (المادة السابعة والتسعون - مكررة، تم استخدام نص م97),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.06349206349206349,0.12903225806451613,0.1111111111111111,33,52
المائة,ما هي المدة القصوى التي يُسمح للعامل بالبقاء فيها في مكان العمل خلال اليوم الواحد؟,لا يبقى العامل في مكان العمل أكثر من اثنتي عشرة ساعة في اليوم الواحد. (المادة السابعة والتسعون - مكررة، تم استخدام نص م97),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.07547169811320754,0.19047619047619047,0.1111111111111111,22,52
المائة,بموجب أي مرسوم ملكي تم تعديل هذه المادة لتنظيم ساعات العمل وفترات الراحة؟,تم تعديلها بموجب المرسوم الملكي رقم (م/46) وتاريخ 5 / 6 / 1436 هـ. (المادة السابعة والتسعون - مكررة، تم استخدام نص م97),المادة المائة ,يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,0.0,0.0,0.0,21,52
المائة وواحد,هل تعتبر الفترات المخصصة للراحة والصلاة والطعام جزءاً من ساعات العمل الفعلية؟,لا، لا تدخل الفترات المخصصة للراحة والصلاة والطعام ضمن ساعات العمل الفعلية. (المادة الثامنة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,19,0
المائة وواحد,هل يكون العامل تحت سلطة صاحب العمل خلال فترات الراحة والصلاة والطعام؟,لا، لا يكون العامل خلال هذه الفترات تحت سلطة صاحب العمل. (المادة الثامنة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,18,0
المائة وواحد,هل يجوز لصاحب العمل إلزام العامل بالبقاء في مكان العمل خلال فترات الراحة؟,لا، لا يجوز لصاحب العمل أن يلزم العامل بالبقاء خلالها في مكان العمل. (المادة الثامنة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,20,0
المائة واثنان,من هي الجهة التي تحدد الحالات والأعمال التي يتحتم فيها استمرار العمل دون فترة راحة لأسباب فنية؟,للوزير أن يحددها بقرار منه. (المادة التاسعة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,12,0
المائة واثنان,في حال تحتم استمرار العمل دون فترة راحة، ما هو التزام صاحب العمل تجاه العامل بخصوص الصلاة والطعام؟,يلتزم صاحب العمل في هذه الحالات والأعمال بإعطاء فترة للصلاة والطعام والراحة بطريقة تنظمها إدارة المنشأة أثناء العمل. (المادة التاسعة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,25,0
المائة واثنان,ما هي الحالات التي يلزم فيها صاحب العمل بإعطاء فترة للراحة والصلاة والطعام أثناء العمل؟,الحالات والأعمال التي يتحتم فيها استمرار العمل دون فترة راحة لأسباب فنية أو لظروف التشغيل. (المادة التاسعة والتسعون - تم تصحيح رقم المادة),,,0.0,0.0,0.0,22,0
المائة وأربعة,ما هو يوم الراحة الأسبوعية لجميع العمال في نظام العمل، وهل يجوز تعويضه بمقابل نقدي؟,يوم الجمعة هو يوم الراحة الأسبوعية لجميع العمال، ولا يجوز تعويض يوم الراحة الأسبوعية بمقابل نقدي. (المادة الرابعة بعد المائة),,,0.0,0.0,0.0,20,0
المائة وأربعة,ما هو الحد الأدنى لساعات يوم الراحة الأسبوعية؟,لا يقل عن أربع وعشرين ساعة متتالية. (المادة الرابعة بعد المائة),,,0.0,0.0,0.0,11,0
