المادة القانونية (م),السؤال,الإجابة,Article_label,Article,Text,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens,Manual_Correctness,Manual_Grammar,Manual_Style,Relevance,Notes
الثامنة والسبعون,هل يستحق العامل أجراً عن يوم أو ساعات الغياب خلال مهلة الإشعار؟,نعم، مع استحقاقه لأجر هذا اليوم أو ساعات الغياب.,الثامنة والسبعون,المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.09411764705882353,0.8888888888888888,0.09523809523809523,9,111,0,,,,إحالة خاطئة: المادة الصحيحة للّغة هي التاسعة.
الثامنة والسبعون,هل يجوز لصاحب العمل إعفاء العامل من العمل أثناء مهلة الإشعار؟,نعم، ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة.,الثامنة والسبعون,المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.2235294117647059,0.95,0.2261904761904762,21,111,0,,,,إحالة خاطئة: المادة الصحيحة للّغة هي التاسعة.
التسعون,هل ينقضي عقد العمل بوفاة صاحب العمل؟,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد.,التسعون,المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",0.02564102564102564,0.2,0.02857142857142857,16,131,,,,,
التسعون,متى ينتهي عقد العمل بسبب العامل؟,ينتهي بوفاة العامل أو بعجزه عن أداء عمله.,التسعون,المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",0.018018018018018018,0.25,0.01904761904761905,8,131,,,,,
التسعون,ما هو المستند الذي يثبت عجز العامل عن أداء عمله لإنهاء العقد؟,شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل.,التسعون,المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",0.017094017094017096,0.14285714285714285,0.01904761904761905,15,131,,,,,
الثمانون,اذكر ثلاث حالات يجوز فيها لصاحب العمل فسخ العقد دون مكافأة أو تعويض؟,1- اعتداء العامل على صاحب العمل أو المدير أو رؤسائه أو مرؤوسيه. 2- عدم أداء العامل لالتزاماته الجوهرية أو عدم إطاعة الأوامر المشروعة أو التعليمات الخاصة بالسلامة رغم الإنذار الكتابي. 3- ثبوت اتباع سلوك سيئ أو ارتكاب عمل مخل بالشرف أو الأمانة. 4- وقوع فعل أو تقصير عمداً لإلحاق خسارة مادية بصاحب العمل. 5- ثبوت لجوء العامل للتزوير للحصول على العمل. 6- إذا كان العامل مُعيَّناً تحت الاختبار. 7- إذا تغيب العامل دون سبب مشروع. 8- استغلال العامل لمركزه الوظيفي بطريقة غير مشروعة. 9- إفشاء الأسرار الصناعية أو التجارية.,الثمانون,المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",0.24352331606217617,0.6714285714285714,0.27647058823529413,89,244,,,,,
الثمانون,ما هو الإجراء الذي يجب على صاحب العمل القيام به قبل فسخ العقد بسبب تغيب العامل؟,أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في حالة التغيب (30) يوماً خلال السنة، وانقطاعه عشرة أيام في حالة التغيب (15) يوماً متتالية.,الثمانون,المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",0.11494252873563218,0.8333333333333334,0.11764705882352941,29,244,,,,,
الثمانون,ما هو الشرط الذي يجب على صاحب العمل أن يتيحه للعامل قبل فسخ العقد؟,أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ.,الثمانون,المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",0.052941176470588235,1.0,0.052941176470588235,9,244,,,,,
الواحدة والثمانون,اذكر ثلاث حالات يحق فيها للعامل أن يترك العمل دون إشعار مع احتفاظه بحقوقه النظامية كلها؟,1- عدم وفاء صاحب العمل بالتزاماته العقدية أو النظامية الجوهرية. 2- ثبوت إدخال صاحب العمل الغش عليه وقت التعاقد. 3- تكليفه بعمل يختلف جوهريًّا عن المتفق عليه دون رضاه وخلافاً للمادة (60). 4- وقوع اعتداء يتسم بالعنف أو سلوك مخل بالآداب من صاحب العمل أو من يمثله. 5- اتسام معاملة صاحب العمل أو المدير بمظاهر القسوة أو الجور أو الإهانة. 6- وجود خطر جسيم يهدد سلامته أو صحته في مقر العمل وعلم صاحب العمل بذلك. 7- دفع صاحب العمل العامل بتصرفاته إلى إنهاء العقد.,الواحدة والثمانون,,,,,0.0,0.0,0.0,84,0,,,,,
الواحدة والثمانون,هل يحق للعامل ترك العمل دون إشعار إذا كان في مقر العمل خطر جسيم يهدد سلامته؟,نعم، بشرط أن يكون صاحب العمل قد علم بوجوده، ولم يتخذ من الإجراءات ما يدل على إزالته.,الواحدة والثمانون,,,,,0.0,0.0,0.0,17,0,,,,,
الواحدة والثمانون,ماذا يفقد العامل إذا ترك العمل دون إشعار في الحالات المحددة بهذه المادة؟,لا يفقد شيئاً، يحتفظ بحقوقه النظامية كلها.,الواحدة والثمانون,,,,,0.0,0.0,0.0,7,0,,,,,
الثانية والثمانون,هل يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض؟,لا يجوز، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام.,الثانية والثمانون,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,0.4444444444444444,1.0,0.4444444444444444,12,28,,,,,
الثانية والثمانون,ما هو الحق الذي يتمتع به العامل فيما يتعلق بإجازته السنوية والمرضية؟,للعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,الثانية والثمانون,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,0.2857142857142857,0.8888888888888888,0.2962962962962963,9,28,,,,,
الثانية والثمانون,متى يمكن لصاحب العمل إنهاء خدمة العامل المريض؟,بعد استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام.,الثانية والثمانون,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,0.32142857142857145,0.9,0.3333333333333333,10,28,,,,,
