المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الثانية والثمانون,هل يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض؟,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام. (المادة الثانية والثمانون),المادة الثانية والثمانون ,لا يجوز لصاحب العمل إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,0.6333333333333333,0.8636363636363636,0.7037037037037037,22,28
الثالثة والثمانون,ما هي الشروط الواجب توافرها لصحة شرط عدم المنافسة على العامل بعد انتهاء العقد؟,يجب لصحة هذا الشرط أن يكون مُحرراً ومُحدداً، من حيث الزمان والمكان ونوع العمل، ويجب ألا تزيد مدته على سنتين من تاريخ انتهاء العلاقة بين الطرفين. (المادة الثالثة والثمانون),المادة الثالثة والثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - إذا كان العمل المنوط بالعامل يسمح له بمعرفة عملاء صاحب العمل، جاز لصاحب العمل – حمايةً لمصالحه المشروعة – أن يشترط على العامل ألا يقوم بعد انتهاء العقد بمنافسته، ويجب لصحة هذا الشرط أن يكون مُحرراً ومُحدداً، من حيث الزمان والمكان ونوع العمل، ويجب ألا تزيد مدته على سنتين من تاريخ انتهاء العلاقة بين الطرفين. 2 - إذا كان العمل المنوط بالعامل يسمح له بالاطلاع على أسرار عمله، جاز لصاحب العمل – حمايةً لمصالحه المشروعة – أن يشترط على العامل ألا يقوم بعد انتهاء العقد بإفشاء أسراره، ويجب لصحة هذا الشرط أن يكون محرراً ومحدداً، من حيث الزمان والمكان ونوع العمل. 3 - استثناء من أحكام هذا النظام، لصاحب العمل رفع دعوى خلال سنة من تاريخ اكتشاف مخالفة العامل لأيٍّ من التزاماته الواردة في هذه المادة"".",0.2808988764044944,0.8928571428571429,0.29069767441860467,29,140
الرابعة والثمانون,كيف يتم احتساب مكافأة نهاية الخدمة للعامل الذي أكمل 10 سنوات خدمة؟,تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة من السنوات التالية، ويتخذ الأجر الأخير أساسًا لحساب المكافأة. (المادة الرابعة والثمانون),المادة الرابعة والثمانون ,إذا انتهت علاقة العمل وجب على صاحب العمل أن يدفع إلى العامل مكافأة عن مدة خدمته تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة من السنوات التالية، ويتخذ الأجر الأخير أساسًا لحساب المكافأة، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل.,0.4666666666666667,0.875,0.5,30,55
الخامسة والثمانون,كم يستحق العامل من مكافأة نهاية الخدمة في حال الاستقالة إذا بلغت مدة خدمته سبع سنوات متتالية؟,يستحق ثلثي المكافأة (ثلثيها) إذا زادت مدة خدمته على خمس سنوات متتالية ولم تبلغ عشر سنوات. (المادة الخامسة والثمانون),المادة الخامسة والثمانون ,إذا كان انتهاء علاقة العمل بسبب استقالة العامل يستحق في هذه الحالة ثلث المكافأة بعد خدمة لا تقل مدتها عن سنتين متتاليتين، ولا تزيد على خمس سنوات، ويستحق ثلثيها إذا زادت مدة خدمته على خمس سنوات متتالية ولم تبلغ عشر سنوات، ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر.,0.32558139534883723,0.7777777777777778,0.358974358974359,19,51
الخامسة والثمانون مكرر,هل يجوز الاتفاق على عدم احتساب العمولات أو النسب المئوية عن ثمن المبيعات في الأجر الذي تُسوّى على أساسه مكافأة نهاية الخدمة؟,نعم، يجوز الاتفاق على ألا تحسب في الأجر الذي تسوى على أساسه مكافأة نهاية الخدمة جميع مبالغ العمولات أو بعضها والنسب المئوية عن ثمن المبيعات وما أشبه ذلك، وتكون قابلة بطبيعتها للزيادة والنقص. (المادة الخامسة والثمانون مكرر),,,0.0,0.0,0.0,37,0
السادسة والثمانون,في أي حالتين تستحق العاملة مكافأة نهاية الخدمة كاملة استثناءً من حكم الاستقالة؟,تستحق المكافأة كاملة إذا أنهت العقد خلال ستة أشهر من تاريخ عقد زواجها أو ثلاثة أشهر من تاريخ وضعها. (المادة السادسة والثمانون),المادة السادسة والثمانون ,استثناء من حكم المادة (الثامنة) من هذا النظام، يجوز الاتفاق على ألا تحسب في الأجر الذي تسوى على أساسه مكافأة نهاية الخدمة جميع مبالغ العمولات أو بعضها والنسب المئوية عن ثمن المبيعات وما أشبه ذلك من عناصر الأجر الذي يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص.,0.05172413793103448,0.15789473684210525,0.07142857142857142,22,47
السابعة والثمانون,ما هي المدة المحددة على صاحب العمل لتصفية حقوق العامل ودفع أجره إذا انتهت علاقة العمل (إنهاء من طرف صاحب العمل)؟ وما هي المدة إذا كان العامل هو من أنهى العقد؟,إذا انتهت علاقة العمل، وجب على صاحب العمل دفع أجره وتصفية حقوقه خلال أسبوع - على الأكثر. وإذا كان العامل هو الذي أنهى العقد، وجب على صاحب العمل تصفية حقوقه كاملة خلال مدة لا تزيد على أسبوعين. (المادة السابعة والثمانون),المادة السابعة والثمانون ,استثناءً مما ورد في المادة الخامسة والثمانين من هذا النظام تستحق المكافأة كاملة في حالة ترك العامل العمل نتيجة لقوة قاهرة خارجة عن إرادته، كما تستحقها العاملة إذا أنهت العقد خلال ستة أشهر من تاريخ عقد زواجها أو ثلاثة أشهر من تاريخ وضعها.,0.11475409836065574,0.23333333333333334,0.18421052631578946,39,43
الثامنة والثمانون,من هي الجهة المخولة بوضع حد أدنى للأجور؟,لمجلس الوزراء عند الاقتضاء - وبناءً على اقتراح الوزير - وضع حد أدنى للأجور. (المادة الثامنة والثمانون),المادة الثامنة والثمانون ,إذا انتهت خدمة العامل وجب على صاحب العمل دفع أجره وتصفية حقوقه خلال أسبوع- على الأكثر- من تاريخ انتهاء العلاقة العقدية، أما إذا كان العامل هو الذي أنهى العقد وجب على صاحب العمل تصفية حقوقه كاملة خلال مدة لا تزيد على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل.,0.017543859649122806,0.06666666666666667,0.023255813953488372,15,56
التسعون,ما هي مواعيد صرف أجور العمال باليومية والعمال ذوي الأجور الشهرية؟,العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. والعمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. (المادة التسعون),المادة التسعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية أ - العمال باليومية تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",0.14018691588785046,0.8823529411764706,0.14285714285714285,20,131
الحادية والتسعون,في حال تسبب عامل في فقد أو إتلاف منتجات بسبب خطئه، كم هو الحد الأقصى المسموح لصاحب العمل باقتطاعه من أجر العامل لهذا الغرض في الشهر الواحد؟,لا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر. (المادة الحادية والتسعون),المادة الحادية والتسعون ,1- إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها صاحب العمل أو هي في عهدته وكان ذلك ناشئًا عن خطأ العامل أو مخالفته تعليمات صاحب العمل ولم يكن نتيجة لخطأ الغير أو ناشئًا عن قوة قاهرة، فلصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه على ألا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر، ولصاحب العمل الحق في التظلم عند الاقتضاء، وذلك بطلب ما هو أكثر من ذلك إذا كان للعامل مال آخر يمكن الاستيفاء منه، وللعامل أن يتظلم مما نسب إليه أو من تقدير صاحب العمل للتعويض أمام هيئة تسوية الخلافات العمالية، فإذا حكمت بعدم أحقية صاحب العمل في الرجوع على العامل بما اقتطعه منه أو حكمت بأقل منه وجب على صاحب العمل أن يرد إلى العامل ما اقتطع منه دون وجه حق خلال سبعة أيام من تاريخ صدور الحكم. 2 - يكون تظلم أي من الطرفين خلال خمسة عشر يوم عمل، وإلا سقط الحق فيه، ويبدأ موعد التظلم بالنسبة إلى صاحب العمل من تاريخ اكتشاف الواقعة، وبالنسبة إلى العامل من تاريخ إبلاغ صاحب العمل له بذلك.,0.0967741935483871,0.75,0.1,16,185
الثانية والتسعون,اذكر ثلاث حالات يجوز فيها حسم مبلغ من أجور العامل دون موافقته الخطية.,1. استرداد قروض صاحب العمل (بشرط ألا يزيد ما يحسم على 10% من أجره). 2. اشتراكات التأمينات الاجتماعية. 3. الغرامات التي توقع على العامل بسبب المخالفات التي يرتكبها. 4. استيفاء دين إنفاذًا لأي حكم قضائي (بشرط ألا يزيد على ربع الأجر). (المادة الثانية والتسعون),المادة الثانية والتسعون ,لا يجوز حسم أي مبلغ من أجور العامل لقاء حقوق خاصة دون موافقة خطية منه، إلا في الحالات الآتية 1 - استرداد قروض صاحب العمل، بشرط ألا يزيد ما يحسم من العامل في هذه الحالة على 10% من أجره. 2 - اشتراكات التأمينات الاجتماعية ، وأي اشتراكات أخرى مستحقة على العامل ومقررة نظامًا. 3 - اشتراكات العامل في صندوق الادخار والقروض المستحقة للصندوق. 4 - أقساط أي مشروع يقوم به صاحب العمل لبناء المساكن بقصد تمليكها للعمال أو أي مزية أخرى. 5 - الغرامات التي توقع على العامل بسبب المخالفات التي يرتكبها، وكذلك المبلغ الذي يقتطع منه مقابل ما أتلفه. 6 - استيفاء دين إنفاذًا لأي حكم قضائي، على ألَّا يزيد ما يحسم شهريًّا لقاء ذلك على ربع الأجر المستحق للعامل ما لم يتضمن الحكم خلاف ذلك. ويستوفى دين النفقة أولًا، ثم دين المأكل والملبس والمسكن قبل الديون الأخرى.,0.3333333333333333,0.9210526315789473,0.3431372549019608,44,132
الثالثة والتسعون,ما هي النسبة القصوى للمبالغ المحسومة من أجر العامل المستحق في جميع الأحوال، ومن هي الجهة التي يجوز لها السماح بالزيادة على هذه النسبة؟,لا يجوز أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق. ويجوز لهيئة تسوية الخلافات العمالية السماح بالزيادة على تلك النسبة. (المادة الثالثة والتسعون),المادة الثالثة والتسعون ,لا يجوز- في جميع الأحوال- أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق، ما لم يثبت لدى هيئة تسوية الخلافات العمالية إمكان الزيادة في الحسم على تلك النسبة، أو يثبت لديها حاجة العامل إلى أكثر من نصف أجره، وفي هذه الحالة الأخيرة لا يعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر.,0.3269230769230769,0.7083333333333334,0.37777777777777777,25,55
الرابعة والتسعون,في حال حسم صاحب العمل مبلغاً من أجر العامل لسبب غير مشروع أو تأخر في أداء الأجر، ما هو الإجراء المتاح للعامل أو لمن يمثله أو مدير مكتب العمل؟ وما هي الغرامة التي يجوز توقيعها على صاحب العمل؟,يجوز لهم أن يتقدموا بطلب إلى هيئة تسوية الخلافات العمالية، كي تأمر صاحب العمل برد ما حسمه أو دفع أجوره المتأخرة. ويجوز للهيئة أن توقع عليه غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر. (المادة الرابعة والتسعون),المادة الرابعة والتسعون ,1- إذا حسم من أجر العامل أي مبلغ لسبب غير ما هو منصوص عليه في هذا النظام بغير موافقته الكتابية، أو تأخر صاحب العمل عن أداء أجر العامل في موعد استحقاقه المحدد نظامًا دون مسوغ مشروع كان للعامل أو لمن يمثله أو مدير مكتب العمل المختص أن يتقدم بطلب إلى هيئة تسوية الخلافات العمالية، كي تأمر صاحب العمل أن يرد إلى العامل ما حسمه دون وجه حق، أو يدفع له أجوره المتأخرة. 2 - يجوز للهيئة المذكورة إذا ثبت لديها أن صاحب العمل حسم المبالغ المذكورة أو تأخر في سداد الأجر دون مسوغ أن توقع عليه غرامة لا تتجاوز ضعف ما حسم من أجر العامل أو ضعف قيمة الأجر المتأخر.,0.3780487804878049,0.7948717948717948,0.4189189189189189,43,109
الخامسة والتسعون,في حال عدم النص على الأجر في عقد العمل أو لائحة تنظيم العمل، كيف يتم تقدير الأجر الذي يلتزم به صاحب العمل؟,يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا قُدِّر طبقًا لعرف المهنة، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. (المادة الخامسة والتسعون),المادة الخامسة والتسعون ,1- إذا لم ينص عقد العمل أو لائحة تنظيم العمل على الأجر الذي يلتزم به صاحب العمل يؤخذ بالأجر المقدر لعمل من النوع ذاته في المنشأة إن وجد، وإلا قدر الأجر طبقًا لعرف المهنة في الجهة التي يؤدى فيها العمل، فإن لم يوجد تولت هيئة تسوية الخلافات العمالية تقدير الأجر وفقًا لمقتضيات العدالة. 2 - ويتبع ذلك أيضًا في تحديد نوع الخدمة الواجب على العامل أداؤها، وفي تحديد مداها.,0.45161290322580644,0.875,0.4827586206896552,32,68
الثامنة والتسعون,ما هي المدة القصوى لساعات العمل الفعلية في اليوم والأسبوع إذا اعتمد صاحب العمل المعيار اليومي أو الأسبوعي؟ وما هي ساعات العمل المخفضة خلال شهر رمضان للمسلمين؟,الحد الأقصى هو ثماني ساعات في اليوم أو ثمان وأربعين ساعة في الأسبوع. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع. (المادة الثامنة والتسعون),المادة الثامنة والتسعون ,لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد المعيار الأسبوعي. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع.,0.5238095238095238,0.7857142857142857,0.6111111111111112,38,53
مائة (من فصل تنظيم ساعات العمل),كم هي المدة القصوى لساعات العمل المتتالية المسموح بها للعامل دون فترة راحة؟,لا يعمل العامل أكثر من خمس ساعات متتالية دون فترة للراحة والصلاة والطعام. (المادة مائة),,,0.0,0.0,0.0,15,0
مائة (من فصل تنظيم ساعات العمل),كم هي المدة الدنيا لفترة الراحة والصلاة والطعام المسموح بها للعامل في المرة الواحدة؟,لا تقل فترة الراحة والصلاة والطعام عن نصف ساعة في المرة الواحدة خلال مجموع ساعات العمل. (المادة مائة),,,0.0,0.0,0.0,18,0
مائة (من فصل تنظيم ساعات العمل),ما هو الحد الأقصى لبقاء العامل في مكان العمل خلال اليوم الواحد؟,لا يبقى العامل في مكان العمل أكثر من اثنتي عشرة ساعة في اليوم الواحد. (المادة مائة),,,0.0,0.0,0.0,16,0
مائة وواحد,هل تُحسب الفترات المخصصة للراحة والصلاة والطعام ضمن ساعات العمل الفعلية؟,لا تدخل الفترات المخصصة للراحة والصلاة والطعام ضمن ساعات العمل الفعلية. (المادة مائة وواحد),,,0.0,0.0,0.0,14,0
مائة وواحد,هل يكون العامل تحت سلطة صاحب العمل خلال فترات الراحة والصلاة والطعام؟,لا يكون العامل خلال هذه الفترات تحت سلطة صاحب العمل. (المادة مائة وواحد),,,0.0,0.0,0.0,13,0
مائة وواحد,هل يجوز لصاحب العمل إلزام العامل بالبقاء في مكان العمل خلال فترات الراحة؟,لا يجوز لصاحب العمل أن يلزم العامل بالبقاء خلالها في مكان العمل. (المادة مائة وواحد),,,0.0,0.0,0.0,15,0
مائة واثنان,من هي الجهة المخولة بتحديد الحالات والأعمال التي يتحتم فيها استمرار العمل دون فترة راحة؟,للوزير أن يحدد بقرار منه الحالات والأعمال التي يتحتم فيها استمرار العمل دون فترة راحة لأسباب فنية أو لظروف التشغيل. (المادة مائة واثنان),,,0.0,0.0,0.0,23,0
مائة واثنان,ما هو التزام صاحب العمل في الحالات التي يتطلب فيها العمل الاستمرار دون فترة راحة؟,يلتزم صاحب العمل في هذه الحالات والأعمال بإعطاء فترة للصلاة والطعام والراحة بطريقة تنظمها إدارة المنشأة أثناء العمل. (المادة مائة واثنان),,,0.0,0.0,0.0,21,0
مائة واثنان,ما هو سبب استمرار العمل في بعض الحالات دون فترة راحة؟,يكون استمرار العمل دون فترة راحة بسبب أسباب فنية أو لظروف التشغيل التي يتحتم فيها استمرار العمل. (المادة مائة واثنان),,,0.0,0.0,0.0,20,0
مائة وأربعة,ما هو يوم الراحة الأسبوعية الأساسي لجميع العمال في النظام؟,يوم الجمعة هو يوم الراحة الأسبوعية لجميع العمال. (المادة مائة وأربعة),,,0.0,0.0,0.0,11,0
مائة وأربعة,هل يجوز تعويض يوم الراحة الأسبوعية بمقابل نقدي؟,لا يجوز تعويض يوم الراحة الأسبوعية بمقابل نقدي. (المادة مائة وأربعة),,,0.0,0.0,0.0,11,0
مائة وأربعة,ما هي المدة الدنيا للراحة الأسبوعية المتتالية، وهل تكون بأجر؟,يجب أن تكون مدة الراحة الأسبوعية لا تقل عن أربع وعشرين ساعة متتالية، وتكون بأجر كامل. (المادة مائة وأربعة),,,0.0,0.0,0.0,19,0
مائة وخمسة,ما هي الظروف التي تجيز تجميع الراحات الأسبوعية للعامل؟,يجوز ذلك في الأماكن البعيدة عن العمران وفي الأعمال التي تتطلب طبيعة العمل وظروف التشغيل فيها استمرار العمل. (المادة مائة وخمسة),,,0.0,0.0,0.0,21,0
مائة وخمسة,ما هي المدة القصوى المسموح بها لتجميع الراحات الأسبوعية؟ وما هو الشرط النظامي لتطبيق ذلك؟,المدة القصوى لتجميع الراحات الأسبوعية هي مدة لا تتجاوز ثمانية أسابيع، ويشترط اتفاق صاحب العمل والعمال وموافقة الوزارة على ذلك. (المادة مائة وخمسة),,,0.0,0.0,0.0,23,0
مائة وخمسة,كيف يتم حساب مدة الراحة الأسبوعية المُجَمَّعة؟,يراعى في حسابها أن تبدأ من ساعة وصول العمال إلى أقرب مدينة يتوفر بها وسائل نقل، وتنتهي ساعة العودة إليها. (المادة مائة وخمسة),,,0.0,0.0,0.0,23,0
مائة وستة,اذكر ثلاث من الحالات التي يجوز فيها لصاحب العمل عدم التقيد ببعض أحكام ساعات العمل والراحة الأسبوعية.,1. أعمال الجرد السنوي، وإعداد الميزانية، والتصفية. 2. إذا كان العمل لمنع وقوع حادث خطر، أو إصلاح ما نشأ عنه، أو تلافي خسارة محققة لمواد قابلة للتلف. 3. إذا كان التشغيل بقصد مواجهة ضغط عمل غير عادي. 4. الأعياد والمواسم والمناسبات الأخرى والأعمال الموسمية التي تحدد بقرار من الوزير. (المادة مائة وستة),,,0.0,0.0,0.0,52,0
مائة وستة,في جميع الحالات التي يجوز فيها عدم التقيد بأحكام ساعات العمل، كم هو الحد الأقصى لساعات العمل الفعلية المسموح بها في اليوم والأسبوع؟,لا يجوز أن تزيد ساعات العمل الفعلية على عشر ساعات في اليوم، أو ستين ساعة في الأسبوع. (المادة مائة وستة),,,0.0,0.0,0.0,20,0
مائة وستة,ما هو الحد الأقصى لعدد الأيام المسموح بالعمل فيها في حالة أعمال الجرد السنوي والاستعداد للمواسم؟,بشرط ألا يزيد عدد الأيام التي يشتغل فيها العمال على ثلاثين يومًا في السنة. (المادة مائة وستة),,,0.0,0.0,0.0,17,0
مائة وسبعة,كيف يتم احتساب الأجر الإضافي عن ساعات العمل الإضافية التي يدفعها صاحب العمل للعامل؟,يجب على صاحب العمل أن يدفع للعامل أجراً إضافيًّا يوازي أجر الساعة مضافاً إليه (50%) من أجره الأساسي. (المادة مائة وسبعة),,,0.0,0.0,0.0,21,0
مائة وسبعة,ما هو البديل المتاح لصاحب العمل لتعويض العامل عن الأجر المستحق لساعات العمل الإضافية؟ وما هو الشرط لذلك؟,يجوز لصاحب العمل بموافقة العامل أن يحتسب للعامل أيام إجازة تعويضية مدفوعة الأجر بدلاً عن الأجر المستحق للعامل لساعات العمل الإضافية. (المادة مائة وسبعة),,,0.0,0.0,0.0,24,0
مائة وسبعة,ما هو تاريخ نفاذ تعديلات المادة المتعلقة بالأجر الإضافي بموجب المرسوم الملكي رقم (م/44)؟,يعمل بها من تاريخ 1446/8/20هـ. (المادة مائة وسبعة),,,0.0,0.0,0.0,10,0
مائة وثمانية,اذكر ثلاث فئات من العمال لا تسري عليهم أحكام الحد الأقصى لساعات العمل (المادتين 98 و 101).,1. الأشخاص الذين يشغلون مناصب عالية ذات مسؤولية في الإدارة والتوجيه. 2. الأعمال التجهيزية أو التكميلية التي يجب إنجازها قبل ابتداء العمل أو بعده. 3. العمل الذي يكون متقطعًا بالضرورة. 4. العمال المخصصون للحراسة والنظافة، عدا عمال الحراسة الأمنية المدنية. (المادة مائة وثمانية),,,0.0,0.0,0.0,43,0
مائة وثمانية,ما هو الشرط الواجب توافره في الأشخاص الذين يشغلون مناصب عالية لكي يُستثنوا من أحكام ساعات العمل؟,أن يكون من شأن هذه المناصب أن يتمتع شاغلوها بسلطات صاحب العمل على العمال. (المادة مائة وثمانية),,,0.0,0.0,0.0,17,0
مائة وثمانية,من هي الجهة التي تحدد الأعمال المتقطعة وأعمال الحراسة والنظافة والحد الأقصى لساعات العمل فيها؟,اللائحة تحدد الأعمال المبينة في الفقرات 2، 3، 4 من هذه المادة والحد الأقصى لساعات العمل فيها. (المادة مائة وثمانية),,,0.0,0.0,0.0,20,0
مائة وتسعة,كم هي مدة الإجازة السنوية المستحقة للعامل عن كل عام؟ ومتى تتم زيادتها؟,لا تقل مدتها عن واحد وعشرين يومًا، وتُزاد إلى مدة لا تقل عن ثلاثين يومًا إذا أمضى العامل في خدمة صاحب العمل خمس سنوات متصلة. (المادة مائة وتسعة),,,0.0,0.0,0.0,28,0
مائة وتسعة,ما هو الوضع النظامي للأجر المستحق للإجازة السنوية؟,تكون الإجازة بأجر يدفع مقدمًا. (المادة مائة وتسعة),,,0.0,0.0,0.0,8,0
مائة وتسعة,هل يجوز للعامل النزول عن إجازته السنوية أو الحصول على بدل نقدي عنها أثناء خدمته؟,لا يجوز النزول عنها، أو أن يتقاضى بدلًا نقديًّا عوضًا عن الحصول عليها أثناء خدمته. (المادة مائة وتسعة),,,0.0,0.0,0.0,18,0
مائة وعشرة,ما هو الشرط الذي يجيز للعامل تأجيل إجازته السنوية أو أيامًا منها إلى السنة التالية؟,يجوز له ذلك بموافقة صاحب العمل. (المادة مائة وعشرة),,,0.0,0.0,0.0,9,0
مائة وعشرة,كم هي المدة القصوى التي يحق لصاحب العمل تأجيل إجازة العامل إليها بعد نهاية سنة استحقاقها إذا اقتضت ظروف العمل ذلك؟,لمدة لا تزيد على تسعين يومًا. (المادة مائة وعشرة),,,0.0,0.0,0.0,9,0
مائة وعشرة,في حال استمرار ظروف العمل، ما هو الإجراء المتبع لتأجيل الإجازة لمدة تتجاوز التسعين يومًا؟ وما هو الحد الأقصى للتأجيل في هذه الحالة؟,يجب الحصول على موافقة العامل كتابةً، على ألا يتعدى التأجيل نهاية السنة التالية لسنة استحقاق الإجازة. (المادة مائة وعشرة),,,0.0,0.0,0.0,19,0
مائة وإحدى عشرة,متى يحق للعامل الحصول على أجرة عن أيام الإجازة المستحقة؟,إذا ترك العمل قبل استعماله لها، وذلك بالنسبة إلى المدة التي لم يحصل على إجازته عنها. (المادة مائة وإحدى عشرة),,,0.0,0.0,0.0,20,0
مائة وإحدى عشرة,هل يستحق العامل أجرة الإجازة عن أجزاء السنة في حال ترك العمل؟,نعم، يستحق أجرة الإجازة عن أجزاء السنة بنسبة ما قضاه منها في العمل. (المادة مائة وإحدى عشرة),,,0.0,0.0,0.0,17,0
مائة وإحدى عشرة,ما هو المبدأ العام لاحتساب الأجر المستحق عن الإجازات غير المستخدمة عند نهاية الخدمة؟,هو أجرة الإجازة المستحقة للعامل عن المدة التي لم يحصل على إجازته عنها بنسبة ما قضاه منها في العمل. (المادة مائة وإحدى عشرة),,,0.0,0.0,0.0,23,0
مائة واثنتا عشرة,هل يستحق العامل إجازة بأجر كامل في الأعياد والمناسبات؟,نعم، لكل عامل الحق في إجازة بأجر كامل في الأعياد والمناسبات. (المادة مائة واثنتا عشرة),,,0.0,0.0,0.0,15,0
مائة واثنتا عشرة,من هي الجهة التي تحدد الأعياد والمناسبات التي يستحق فيها العامل الإجازة بأجر كامل؟,الأعياد والمناسبات تحددها اللائحة. (المادة مائة واثنتا عشرة),,,0.0,0.0,0.0,8,0
مائة واثنتا عشرة,هل يشترط لتمتع العامل بإجازات الأعياد والمناسبات أن يكون قد أمضى مدة محددة في الخدمة؟,لا، يستحق كل عامل الحق في هذه الإجازة بأجر كامل. (المادة مائة واثنتا عشرة),,,0.0,0.0,0.0,14,0
مائة وثلاث عشرة,كم هي مدة الإجازة بأجر كامل التي يستحقها العامل في حال زواجه أو وفاة زوجه أو أحد أصوله أو فروعه؟,مدة الإجازة هي خمسة أيام بأجر كامل. (المادة مائة وثلاث عشرة),,,0.0,0.0,0.0,11,0
مائة وثلاث عشرة,كم هي مدة الإجازة المستحقة للعامل في حالة ولادة مولود له؟,مدة الإجازة هي ثلاثة أيام بأجر كامل. (المادة مائة وثلاث عشرة),,,0.0,0.0,0.0,11,0
مائة وثلاث عشرة,هل يحق لصاحب العمل أن يطلب وثائق مؤيدة للحالات المشار إليها (الوفاة، الزواج، الولادة)؟,نعم، يحق لصاحب العمل أن يطلب الوثائق المؤيدة للحالات المشار إليها. (المادة مائة وثلاث عشرة),,,0.0,0.0,0.0,15,0
مائة وأربع عشرة,ما هي المدة التي يستحقها العامل كإجازة لأداء فريضة الحج؟ وكم مرة يستحقها؟,الحق في إجازة بأجر لا تقل مدتها عن عشرة أيام ولا تزيد على خمسة عشر يومًا (بما فيها إجازة عيد الأضحى)، وتكون لمرة واحدة طوال مدة خدمته. (المادة مائة وأربع عشرة),,,0.0,0.0,0.0,31,0
مائة وأربع عشرة,ما هو الشرط الأساسي الذي يجب أن يتوفر في العامل لاستحقاق إجازة الحج؟,أن يكون العامل قد أمضى في العمل لدى صاحب العمل سنتين متصلتين على الأقل، وأن لم يكن قد أداها من قبل. (المادة مائة وأربع عشرة),,,0.0,0.0,0.0,25,0
مائة وأربع عشرة,هل لصاحب العمل سلطة تقديرية في منح إجازة الحج للعمال؟,نعم، لصاحب العمل أن يحدد عدد العمال الذين يمنحون هذه الإجازة سنويًّا وفقًا لمقتضيات العمل. (المادة مائة وأربع عشرة),,,0.0,0.0,0.0,19,0
